0
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Moderately preferable
Not at all preferable
Not at all preferable
Not at all preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Somewhat preferable
Very preferable
Very preferable
